test_name,operation,input_file,status,confidence,findings
"arw_face_detection","face-detection","test_files_camera_raw/sony_a55.arw","CORRECT","1.0","The image is a landscape view with no visible faces. The output of the face-detection operation is an empty list, which is correct as there are no faces present in the image."
"arw_object_detection","object-detection","test_files_camera_raw/sony_a55.arw","CORRECT","0.95","The output correctly identifies two boats in the image. The bounding boxes are accurately placed around the boats visible on the river."
"arw_ocr","ocr","test_files_camera_raw/sony_a55.arw","CORRECT","1.0","The image does not contain any text, so the OCR output of an empty list is correct."
"arw_pose_estimation","pose-estimation","test_files_camera_raw/sony_a55.arw","CORRECT","1.0","The image does not contain any visible human bodies, so the empty output for pose-estimation is correct."
"arw_emotion_detection","emotion-detection","test_files_camera_raw/sony_a55.arw","CORRECT","1.0","No faces detected in image. Emotion detection correctly returns error for images without faces."
"cr2_face_detection","face-detection","test_files_camera_raw/canon_eos_m.cr2","CORRECT","1.0","The image contains a cat partially covered by a blanket. The face-detection operation output is an empty list, which is correct as there are no human faces present in the image."
"cr2_object_detection","object-detection","test_files_camera_raw/canon_eos_m.cr2","SUSPICIOUS","0.7","The object detection correctly identified a cat partially visible under a blanket. However, the detection of a 'bed' is incorrect as the image shows a couch with a blanket, not a bed."
"cr2_ocr","ocr","test_files_camera_raw/canon_eos_m.cr2","CORRECT","1.0","The image does not contain any text, so the OCR output of an empty list is correct."
"nef_face_detection","face-detection","test_files_camera_raw/nikon_z7.nef","CORRECT","1.0","The image contains a landscape with a building and no visible faces. The output of the face-detection operation, which is an empty list, is correct as there are no faces present in the image."
"nef_object_detection","object-detection","test_files_camera_raw/nikon_z7.nef","CORRECT","1.0","The image contains a building and a landscape with no detectable objects such as people, animals, or vehicles. The output of the object-detection operation is an empty list, which is appropriate given the content of the image."
"nef_ocr","ocr","test_files_camera_raw/nikon_z7.nef","CORRECT","1.0","The image does not contain any text, so the OCR output of an empty array is correct."
"raf_face_detection","face-detection","test_files_camera_raw/fuji_xa3.raf","CORRECT","1.0","The image does not contain any human faces. The output of the face-detection operation, which is an empty list, is correct."
"raf_object_detection","object-detection","test_files_camera_raw/fuji_xa3.raf","INCORRECT","0.2","The image does not contain any boats or benches. The object detection output incorrectly labels objects that are not present in the image."
"dng_face_detection","face-detection","test_files_camera_raw/iphone7_plus.dng","CORRECT","1.0","The image is an aerial view of a landscape with no visible human faces. The face-detection output is an empty list, which is correct as there are no faces present in the image."
"dng_object_detection","object-detection","test_files_camera_raw/iphone7_plus.dng","CORRECT","1.0","The image is an aerial view of a landscape with clouds, fields, and buildings. There are no distinct objects that typically require detection, such as animals, vehicles, or people."
"mp4_face_detection","keyframes;face-detection","test_edge_cases/video_hevc_h265_modern_codec__compatibility.mp4","CORRECT","1.0","The image is a screenshot of a digital interface with no visible human faces. The face-detection output of an empty list is correct as there are no faces present."
"mp4_object_detection","keyframes;object-detection","test_edge_cases/video_hevc_h265_modern_codec__compatibility.mp4","CORRECT","1.0","The output of the object-detection operation is an empty list, which is correct as there are no distinct objects to detect in the image. The image primarily consists of a user interface with text and icons."
"mp4_ocr","keyframes;ocr","test_edge_cases/video_hevc_h265_modern_codec__compatibility.mp4","INCORRECT","0.9","The image contains visible text such as 'Good evening, Kevin', 'Find anything...', 'What is the dual mode rollout timeline?', and more. The OCR output is empty, which does not match the visible text in the image."
"mp4_pose_estimation","keyframes;pose-estimation","test_edge_cases/video_hevc_h265_modern_codec__compatibility.mp4","CORRECT","1.0","The output of the pose-estimation operation is an empty list, which is correct as there are no human bodies visible in the image for keypoints to be placed on."
"mov_face_detection","keyframes;face-detection","test_edge_cases/video_no_audio_stream__error_test.mov","CORRECT","1.0","The image is a screenshot of a computer interface with no visible human faces. The face-detection output is an empty list, which is correct as there are no faces present in the image."
