test_name,operation,input_file,status,confidence,findings
"arw_face_detection","face-detection","test_files_camera_raw/sony_a55.arw","ERROR","0.0","Verification failed"
"arw_object_detection","object-detection","test_files_camera_raw/sony_a55.arw","ERROR","0.0","Verification failed"
"arw_ocr","ocr","test_files_camera_raw/sony_a55.arw","ERROR","0.0","Verification failed"
"arw_pose_estimation","pose-estimation","test_files_camera_raw/sony_a55.arw","ERROR","0.0","Verification failed"
"arw_emotion_detection","emotion-detection","test_files_camera_raw/sony_a55.arw","ERROR","0.0","Binary execution failed"
"cr2_face_detection","face-detection","test_files_camera_raw/canon_eos_m.cr2","ERROR","0.0","Verification failed"
"cr2_object_detection","object-detection","test_files_camera_raw/canon_eos_m.cr2","ERROR","0.0","Verification failed"
"cr2_ocr","ocr","test_files_camera_raw/canon_eos_m.cr2","ERROR","0.0","Verification failed"
"nef_face_detection","face-detection","test_files_camera_raw/nikon_z7.nef","ERROR","0.0","Verification failed"
"nef_object_detection","object-detection","test_files_camera_raw/nikon_z7.nef","ERROR","0.0","Verification failed"
"nef_ocr","ocr","test_files_camera_raw/nikon_z7.nef","ERROR","0.0","Verification failed"
"raf_face_detection","face-detection","test_files_camera_raw/fuji_xa3.raf","ERROR","0.0","Verification failed"
"raf_object_detection","object-detection","test_files_camera_raw/fuji_xa3.raf","ERROR","0.0","Verification failed"
"dng_face_detection","face-detection","test_files_camera_raw/iphone7_plus.dng","ERROR","0.0","Verification failed"
"dng_object_detection","object-detection","test_files_camera_raw/iphone7_plus.dng","ERROR","0.0","Verification failed"
"mp4_face_detection","keyframes;face-detection","test_edge_cases/video_hevc_h265_modern_codec__compatibility.mp4","ERROR","0.0","Verification failed"
"mp4_object_detection","keyframes;object-detection","test_edge_cases/video_hevc_h265_modern_codec__compatibility.mp4","ERROR","0.0","Verification failed"
"mp4_ocr","keyframes;ocr","test_edge_cases/video_hevc_h265_modern_codec__compatibility.mp4","ERROR","0.0","Verification failed"
"mp4_pose_estimation","keyframes;pose-estimation","test_edge_cases/video_hevc_h265_modern_codec__compatibility.mp4","ERROR","0.0","Verification failed"
"mov_face_detection","keyframes;face-detection","test_edge_cases/prores_video_high_quality_old_codec.mov","ERROR","0.0","Binary execution failed"
"mov_object_detection","keyframes;object-detection","test_edge_cases/prores_video_high_quality_old_codec.mov","ERROR","0.0","Binary execution failed"
"mov_ocr","keyframes;ocr","test_edge_cases/prores_video_high_quality_old_codec.mov","ERROR","0.0","Binary execution failed"
"mov_pose_estimation","keyframes;pose-estimation","test_edge_cases/prores_video_high_quality_old_codec.mov","ERROR","0.0","Binary execution failed"
"mkv_face_detection","keyframes;face-detection","test_edge_cases/video_multitrack_audio_matroska.mkv","ERROR","0.0","Binary execution failed"
"mkv_object_detection","keyframes;object-detection","test_edge_cases/video_multitrack_audio_matroska.mkv","ERROR","0.0","Binary execution failed"
"mkv_ocr","keyframes;ocr","test_edge_cases/video_multitrack_audio_matroska.mkv","ERROR","0.0","Binary execution failed"
"mkv_pose_estimation","keyframes;pose-estimation","test_edge_cases/video_multitrack_audio_matroska.mkv","ERROR","0.0","Binary execution failed"
"webm_face_detection","keyframes;face-detection","test_edge_cases/video_webm_vp9_opus_audio.webm","ERROR","0.0","Binary execution failed"
"webm_object_detection","keyframes;object-detection","test_edge_cases/video_webm_vp9_opus_audio.webm","ERROR","0.0","Binary execution failed"
"webm_ocr","keyframes;ocr","test_edge_cases/video_webm_vp9_opus_audio.webm","ERROR","0.0","Binary execution failed"
"avi_face_detection","keyframes;face-detection","test_edge_cases/video_small_avi_old_format.avi","ERROR","0.0","Binary execution failed"
"avi_object_detection","keyframes;object-detection","test_edge_cases/video_small_avi_old_format.avi","ERROR","0.0","Binary execution failed"
"avi_ocr","keyframes;ocr","test_edge_cases/video_small_avi_old_format.avi","ERROR","0.0","Binary execution failed"
"flv_face_detection","keyframes;face-detection","test_edge_cases/video_old_flash_flv.flv","ERROR","0.0","Binary execution failed"
"flv_object_detection","keyframes;object-detection","test_edge_cases/video_old_flash_flv.flv","ERROR","0.0","Binary execution failed"
"heic_face_detection","face-detection","test_edge_cases/image_heic_iphone.heic","ERROR","0.0","Binary execution failed"
"heic_object_detection","object-detection","test_edge_cases/image_heic_iphone.heic","ERROR","0.0","Binary execution failed"
"heic_ocr","ocr","test_edge_cases/image_heic_iphone.heic","ERROR","0.0","Binary execution failed"
"heic_pose_estimation","pose-estimation","test_edge_cases/image_heic_iphone.heic","ERROR","0.0","Binary execution failed"
"heic_emotion_detection","emotion-detection","test_edge_cases/image_heic_iphone.heic","ERROR","0.0","Binary execution failed"
"jpg_face_detection_complex","face-detection","test_files_wikimedia/jpg/face-detection/09_Alexey_Akindinov._Boy_and_Crystal._1997.jpg","ERROR","0.0","Verification failed"
"jpg_object_detection_complex","object-detection","test_files_wikimedia/jpg/object-detection/04_150229-ColourwithStorage-Scene1_output.jpg","ERROR","0.0","Verification failed"
"png_face_detection_abstract","face-detection","test_files_wikimedia/png/face-detection/01_'Aside_4.'_-_small_abstract_painting_sketch_on_paper,_made_in_2016_in_watercolor_by_Dutch_artist_Fons_Heijnsbroek.png","ERROR","0.0","Verification failed"
"png_object_detection_geometric","object-detection","test_files_wikimedia/png/object-detection/05_A_setiset_with_duplicated_piece.png","ERROR","0.0","Verification failed"
"webp_face_detection","face-detection","test_files_wikimedia/webp/face-detection/01_webp_lossy.webp","ERROR","0.0","Binary execution failed"
"webp_object_detection","object-detection","test_files_wikimedia/webp/object-detection/02_webp_lossy.webp","ERROR","0.0","Verification failed"
"bmp_face_detection","face-detection","test_edge_cases/image_bmp_uncompressed.bmp","ERROR","0.0","Binary execution failed"
"bmp_object_detection","object-detection","test_edge_cases/image_bmp_uncompressed.bmp","ERROR","0.0","Binary execution failed"
"avif_face_detection","face-detection","test_edge_cases/image_avif_modern.avif","ERROR","0.0","Binary execution failed"
"avif_object_detection","object-detection","test_edge_cases/image_avif_modern.avif","ERROR","0.0","Binary execution failed"
"wikimedia_jpg_art","face-detection","test_files_wikimedia/jpg/face-detection/01_"Amelia"_(Homage_to_Amelia_Earhart)_by_Mary_Curtis_Ratcliff.jpg","ERROR","0.0","Verification failed"
"wikimedia_jpg_dog","object-detection","test_files_wikimedia/jpg/object-detection/10_Australian_Shepherd_red_merle_portrait_Canon_EOS_700D_Pentacon_200mm_f4.jpg","ERROR","0.0","Binary execution failed"
"wikimedia_jpg_text","ocr","test_files_wikimedia/jpg/ocr/01_"Amelia"_(Homage_to_Amelia_Earhart)_by_Mary_Curtis_Ratcliff.jpg","ERROR","0.0","Verification failed"
"wikimedia_png_watercolor","face-detection","test_files_wikimedia/png/face-detection/01_'Aside_4.'_-_small_abstract_painting_sketch_on_paper,_made_in_2016_in_watercolor_by_Dutch_artist_Fons_Heijnsbroek.png","ERROR","0.0","Verification failed"
"wikimedia_png_puzzle","ocr","test_files_wikimedia/png/ocr/05_A_setiset_with_duplicated_piece.png","ERROR","0.0","Verification failed"
"wikimedia_webp_landscape","ocr","test_files_wikimedia/webp/ocr/01_webp_lossy.webp","ERROR","0.0","Verification failed"
"wikimedia_webp_water","object-detection","test_files_wikimedia/webp/object-detection/02_webp_lossy.webp","ERROR","0.0","Verification failed"
"wikimedia_webp_fire","object-detection","test_files_wikimedia/webp/object-detection/05_webp_lossy.webp","ERROR","0.0","Verification failed"
"wikimedia_jpg_pose","pose-estimation","test_files_wikimedia/jpg/pose-estimation/01_"Amelia"_(Homage_to_Amelia_Earhart)_by_Mary_Curtis_Ratcliff.jpg","ERROR","0.0","Verification failed"
"wikimedia_png_pose","pose-estimation","test_files_wikimedia/png/pose-estimation/05_A_setiset_with_duplicated_piece.png","ERROR","0.0","Verification failed"
