test_name,operation,input_file,status,confidence,findings
"arw_face_detection","face-detection","test_files_camera_raw/sony_a55.arw","CORRECT","1.0","The image is a landscape view with no visible faces. The output of the face-detection operation is an empty list, which is correct as there are no faces present in the image."
"arw_object_detection","object-detection","test_files_camera_raw/sony_a55.arw","CORRECT","0.95","The object detection output correctly identifies two boats in the image. The bounding boxes are accurately placed around the boats visible on the river."
"arw_ocr","ocr","test_files_camera_raw/sony_a55.arw","CORRECT","1.0","The image does not contain any visible text. The OCR output of an empty list is accurate."
"arw_pose_estimation","pose-estimation","test_files_camera_raw/sony_a55.arw","CORRECT","1.0","The image does not contain any visible human bodies, so the empty output for pose-estimation is correct."
"arw_emotion_detection","emotion-detection","test_files_camera_raw/sony_a55.arw","ERROR","0.0","Binary execution failed"
"cr2_face_detection","face-detection","test_files_camera_raw/canon_eos_m.cr2","CORRECT","0.95","The image contains a cat partially covered by a blanket. The face-detection operation output is an empty list, which is correct as there are no human faces present in the image."
"cr2_object_detection","object-detection","test_files_camera_raw/canon_eos_m.cr2","SUSPICIOUS","0.7","The object detection correctly identified a cat partially visible under a blanket. However, the detection of a 'bed' is incorrect as the image shows a couch with a blanket, not a bed."
"cr2_ocr","ocr","test_files_camera_raw/canon_eos_m.cr2","CORRECT","1.0","The image contains a cat partially covered by a blanket with holiday-themed patterns. There is no visible text in the image, so the OCR output of an empty list is correct."
"nef_face_detection","face-detection","test_files_camera_raw/nikon_z7.nef","CORRECT","1.0","The image contains a landscape with a building and no visible faces. The output of the face-detection operation is an empty list, which is correct as there are no faces present in the image."
"nef_object_detection","object-detection","test_files_camera_raw/nikon_z7.nef","CORRECT","1.0","The image contains a landscape with a building and no distinct objects that typically require detection, such as people, animals, or vehicles. The output of an empty list is appropriate as there are no objects to detect."
"nef_ocr","ocr","test_files_camera_raw/nikon_z7.nef","CORRECT","1.0","The image contains a landscape with a building and no visible text. The OCR output of an empty array is correct as there is no text present in the image."
"raf_face_detection","face-detection","test_files_camera_raw/fuji_xa3.raf","CORRECT","1.0","The image does not contain any human faces. The output of the face-detection operation, which is an empty list, is correct."
"raf_object_detection","object-detection","test_files_camera_raw/fuji_xa3.raf","INCORRECT","0.9","The image does not contain any boats or benches. The object detection output incorrectly labels objects that are not present in the image."
"dng_face_detection","face-detection","test_files_camera_raw/iphone7_plus.dng","CORRECT","1.0","The image is an aerial view of a landscape with no visible human faces. The output of the face-detection operation is an empty list, which is correct as there are no faces present in the image."
"dng_object_detection","object-detection","test_files_camera_raw/iphone7_plus.dng","CORRECT","1.0","The image is an aerial view of a landscape with clouds, fields, and scattered buildings. There are no distinct objects like animals, vehicles, or people that would typically be detected in an object-detection operation."
"mp4_face_detection","keyframes;face-detection","test_edge_cases/video_hevc_h265_modern_codec__compatibility.mp4","CORRECT","1.0","The image is a screenshot of a computer interface with no visible human faces. The output of the face-detection operation is an empty list, which is accurate as there are no faces present in the image."
"mp4_object_detection","keyframes;object-detection","test_edge_cases/video_hevc_h265_modern_codec__compatibility.mp4","CORRECT","1.0","The output of the object-detection operation is an empty list, which is correct as there are no distinct objects to detect in the image. The image appears to be a screenshot of a digital interface with text and UI elements, but no objects like animals, vehicles, or other typical object-detection targets."
"mp4_ocr","keyframes;ocr","test_edge_cases/video_hevc_h265_modern_codec__compatibility.mp4","INCORRECT","0.9","The OCR output is empty, but there is visible text in the image such as 'Good evening, Kevin', 'Find anything...', 'What is the dual mode rollout timeline?', and more."
"mp4_pose_estimation","keyframes;pose-estimation","test_edge_cases/video_hevc_h265_modern_codec__compatibility.mp4","CORRECT","1.0","The output of the pose-estimation operation is an empty list, which is correct as there are no human figures in the image to estimate poses for."
"mov_face_detection","keyframes;face-detection","test_edge_cases/video_no_audio_stream__error_test.mov","CORRECT","1.0","The image is a screenshot of a computer interface with no visible human faces. The output of the face-detection operation is an empty list, which is correct as there are no faces present in the image."
"mov_object_detection","keyframes;object-detection","test_edge_cases/video_no_audio_stream__error_test.mov","CORRECT","1.0","The image appears to be a screenshot of a digital interface with text and icons. There are no discernible objects that would typically be detected by an object-detection operation, such as animals, vehicles, or other common items."
"mov_ocr","keyframes;ocr","test_edge_cases/video_no_audio_stream__error_test.mov","INCORRECT","0.95","The image contains visible text such as 'Good evening, Kevin', 'Find anything...', 'Activity', 'Upcoming events', and more. The OCR output is empty, which does not match the visible text in the image."
"mov_pose_estimation","keyframes;pose-estimation","test_edge_cases/video_no_audio_stream__error_test.mov","CORRECT","1.0","The image is a screenshot of a web interface with no visible human figures. The output of the pose-estimation operation is an empty list, which is appropriate as there are no human bodies present in the image."
"webm_face_detection","keyframes;face-detection","test_edge_cases/video_single_frame_only__minimal.webm","CORRECT","1.0","The image is a screenshot of a digital interface with no visible human faces. The output of the face-detection operation is an empty list, which is correct as there are no faces present in the image."
"webm_object_detection","keyframes;object-detection","test_edge_cases/video_single_frame_only__minimal.webm","CORRECT","1.0","The image is a screenshot of a digital interface with text and icons. There are no detectable objects such as animals, vehicles, or other typical object-detection targets. The output of an empty list is appropriate as there are no objects to detect."
"webm_ocr","keyframes;ocr","test_edge_cases/video_single_frame_only__minimal.webm","INCORRECT","0.9","The image contains visible text such as 'Good evening, Kevin', 'Find anything...', 'Activity', 'Upcoming events', and more. The OCR output is empty, which does not match the visible text in the image."
"avi_face_detection","keyframes;face-detection","test_edge_cases/format_test_avi.avi","CORRECT","1.0","The image is a color test pattern with no faces present. The output of an empty list is correct as there are no faces to detect."
"avi_object_detection","keyframes;object-detection","test_edge_cases/format_test_avi.avi","CORRECT","1.0","The image appears to be a test pattern with no discernible objects, faces, or text. The output of an empty list is appropriate as there are no objects to detect."
"avi_ocr","keyframes;ocr","test_edge_cases/format_test_avi.avi","CORRECT","1.0","The image is a color test pattern with no discernible text present. The OCR output of an empty list is accurate as there is no text to detect."
"flv_face_detection","keyframes;face-detection","test_edge_cases/format_test_flv.flv","CORRECT","1.0","The image is a screenshot of a computer interface with no visible human faces. The output of the face-detection operation is an empty list, which is correct as there are no faces present in the image."
"flv_object_detection","keyframes;object-detection","test_edge_cases/format_test_flv.flv","CORRECT","1.0","The output is an empty list, indicating no objects were detected. The image is a screenshot of a computer interface with text and UI elements, but no distinct objects like animals or people that would typically be detected in object-detection tasks."
"heic_face_detection","face-detection","test_edge_cases/image_iphone_photo.heic","CORRECT","1.0","The image consists of abstract color blocks and does not contain any faces. The output of the face-detection operation, which is an empty list, is correct."
"heic_object_detection","object-detection","test_edge_cases/image_iphone_photo.heic","CORRECT","1.0","The image appears to be a test pattern with solid color bars and no discernible objects, faces, or text present."
"heic_ocr","ocr","test_edge_cases/image_iphone_photo.heic","CORRECT","1.0","The image contains only solid color blocks with no text present. The OCR output of an empty list is correct as there is no text to detect."
"heic_pose_estimation","pose-estimation","test_edge_cases/image_iphone_photo.heic","ERROR","0.0","Binary execution failed"
"heic_emotion_detection","emotion-detection","test_edge_cases/image_iphone_photo.heic","ERROR","0.0","Binary execution failed"
"jpg_face_detection_complex","face-detection","test_files_wikimedia/jpg/face-detection/09_Alexey_Akindinov._Boy_and_Crystal._1997.jpg","CORRECT","0.95","The image is a painting with abstract and colorful patterns. There are no clear human faces visible in the image, which aligns with the output of the face-detection operation being an empty list."
"jpg_object_detection_complex","object-detection","test_files_wikimedia/jpg/object-detection/04_150229-ColourwithStorage-Scene1_output.jpg","SUSPICIOUS","0.85","The object detection output includes several objects such as bottles, chairs, and dining tables. The bottles and chairs are correctly identified, but the confidence levels are relatively low. The dining table detection seems to overlap with the chairs, which might indicate a misclassification or overlap issue."
"png_face_detection_abstract","face-detection","test_files_wikimedia/png/face-detection/01_'Aside_4.'_-_small_abstract_painting_sketch_on_paper,_made_in_2016_in_watercolor_by_Dutch_artist_Fons_Heijnsbroek.png","CORRECT","1.0","The image is an abstract painting with no discernible faces present. The face-detection output correctly returns an empty list as there are no faces to detect."
"png_object_detection_geometric","object-detection","test_files_wikimedia/png/object-detection/05_A_setiset_with_duplicated_piece.png","CORRECT","1.0","The image contains a set of geometric shapes arranged in a pattern. The object-detection output is empty, which is appropriate as there are no specific objects like animals, vehicles, or recognizable items that typically require detection."
"webp_face_detection","face-detection","test_files_wikimedia/webp/face-detection/01_webp_lossy.webp","ERROR","0.0","Binary execution failed"
"webp_object_detection","object-detection","test_files_wikimedia/webp/object-detection/02_webp_lossy.webp","SUSPICIOUS","0.85","The first bounding box correctly identifies a person in the image, who is partially visible amidst water. The second bounding box, however, does not seem to correspond to any visible person or object in the image."
