test_name,operation,input_file,status,confidence,findings
"jpg_face_1","face-detection","test_files_wikimedia/jpg/face-detection/02_123Makossa.jpg","ERROR","0.0","Binary execution failed"
"jpg_face_2","face-detection","test_files_wikimedia/jpg/face-detection/01_2006_06_Marokko_131_Essaouira.jpg","ERROR","0.0","Binary execution failed"
"jpg_object_1","object-detection","test_files_wikimedia/jpg/object-detection/01_2012_Tulip_Festival.jpg","SUSPICIOUS","0.8","The image contains clearly visible tulips, but no objects have been detected. "
"jpg_object_2","object-detection","test_files_wikimedia/jpg/object-detection/01_139235_green_praying_mantis_PikiWiki_Israel.jpg","INCORRECT","0.7","The image clearly shows a green praying mantis, but no objects were detected. "
"jpg_ocr_1","ocr","test_files_wikimedia/jpg/ocr/02_@_Sainte_Marie_de_Bellaing_le_24_janvier_2012_-_047.jpg","ERROR","0.0","Binary execution failed"
"jpg_ocr_2","ocr","test_files_wikimedia/jpg/ocr/01_2015_11_21_Breslau_025.jpg","ERROR","0.0","Binary execution failed"
"jpg_emotion_1","emotion-detection","test_files_wikimedia/jpg/emotion-detection/02_112615_FAMILY_PHOTO_0030_(23112090623).jpg","ERROR","0.0","Binary execution failed"
"jpg_emotion_2","emotion-detection","test_files_wikimedia/jpg/emotion-detection/01_112615_FAMILY_PHOTO_0025_(23138314094).jpg","ERROR","0.0","Binary execution failed"
"jpg_pose_1","pose-estimation","test_files_wikimedia/jpg/pose-estimation/02_18th_century_portrait_paintings_of_men,_with_Unidentified_sitter.jpg","ERROR","0.0","Binary execution failed"
"jpg_pose_2","pose-estimation","test_files_wikimedia/jpg/pose-estimation/01_2018_Asian_Games_Taekwondo_Freestyle_Poomsae_Pair_28.jpg","ERROR","0.0","Binary execution failed"
"png_face_1","face-detection","test_files_wikimedia/png/face-detection/02_1st_Lt._Ryan_Mierau,_Colorado_Springs,_Colo.png","ERROR","0.0","Binary execution failed"
"png_face_2","face-detection","test_files_wikimedia/png/face-detection/01_The_Three_Years_Later,_volume_2_-_DPLA_-_bf4d3c88b9f74c63f0a5098b07b3cf48_(page_48)_crop.png","ERROR","0.0","Binary execution failed"
"png_object_1","object-detection","test_files_wikimedia/png/object-detection/06_Emulsions_for_nanomedicine_synthesis.png","ERROR","0.0","Binary execution failed"
"png_object_2","object-detection","test_files_wikimedia/png/object-detection/05_Curva_bioclimática_PMV-PPD.png","ERROR","0.0","Binary execution failed"
"png_ocr_1","ocr","test_files_wikimedia/png/ocr/02_04d_Mapa_del_Palacio_de_Bellas_Artes_(Ciudad_de_México).png","ERROR","0.0","Binary execution failed"
"png_ocr_2","ocr","test_files_wikimedia/png/ocr/01_00logo_Ferromex.png","ERROR","0.0","Binary execution failed"
"png_emotion_1","emotion-detection","test_files_wikimedia/png/emotion-detection/02_2020-05-11_Telefonieren_per_Videokonferenz_im_Homeoffice_während_der_Corona_Pandemie_01.png","ERROR","0.0","Binary execution failed"
"png_emotion_2","emotion-detection","test_files_wikimedia/png/emotion-detection/01_2013-05-11_-_Denise_Lebon_em_Contagem-MG.png","ERROR","0.0","Binary execution failed"
"png_pose_1","pose-estimation","test_files_wikimedia/png/pose-estimation/02_1890_Manet_Frau_mit_Fächer_anagoria.png","ERROR","0.0","Binary execution failed"
"png_pose_2","pose-estimation","test_files_wikimedia/png/pose-estimation/01_08.-Miquel-Barceló-Paso-doble-2006-Bronze-147-×-58-×-40-cm.-Courtesy-of-the-artist-©-Miquel-Barceló-VEGAP-Madrid-2022.png","ERROR","0.0","Binary execution failed"
"webp_face_1","face-detection","test_files_wikimedia/webp/emotion-detection/01_webp_lossy.webp","CORRECT","1.0","The image does not contain any faces, so the output of an empty list for face detection is correct. "
"webp_object_1","object-detection","test_files_wikimedia/webp/object-detection/01_@_Sailly_Les_Lannoy_le_28_mai_2022_-_010.webp","ERROR","0.0","Binary execution failed"
"webp_object_2","object-detection","test_files_wikimedia/webp/object-detection/02_A_barn_in_Ørnes.webp","ERROR","0.0","Binary execution failed"
"webp_ocr_1","ocr","test_files_wikimedia/webp/ocr/01_'Duffy_and_the_Devil'_by_Harve_Zemach_02.webp","ERROR","0.0","Binary execution failed"
"webp_emotion_1","emotion-detection","test_files_wikimedia/webp/emotion-detection/01_webp_lossy.webp","INCORRECT","1.0","The image is of a natural landscape with mountains and a river, not of a person or face. Emotion-detection does not apply to this image. "
"mp3_transcript_1","transcription","test_files_wikimedia/mp3/transcription/02_Carla_Scaletti_on_natural_sounds_and_physical_modeling_(1999).mp3","SUSPICIOUS","0.85","The transcription output is mostly coherent and plausible in discussing the qualities of natural and synthetic sounds. However, there is an issue with the use of 'Blaine' in the text, which seems to be an error or a mishearing of 'which explains'. Overall, the structure and the semantic flow make sense, but this specific word does not fit in the context provided. "
"mp3_transcript_2","transcription","test_files_wikimedia/mp3/transcription/file_example_MP3_1MG.mp3","ERROR","0.0","Binary execution failed"
"wav_transcript_1","transcription","test_files_wikimedia/wav/transcription/02_2015-06-27-MayorStephenReed-re-Harrisburg.wav","ERROR","0.0","Binary execution failed"
"wav_transcript_2","transcription","test_files_wikimedia/wav/transcription/01_2010_07_11_4_Almenrausch_u_Edelweiß_-_Instrumental.wav","ERROR","0.0","Binary execution failed"
"wav_transcript_3","transcription","test_files_wikimedia/wav/audio-enhancement-metadata/03_LL-Q150_(fra)-WikiLucas00-audio.wav","CORRECT","0.95","The transcription structure is correct and the text 'Good job.' is coherent and plausible. 'language_probability' and 'quality_score' are lower than ideal but still acceptable. The probability values for the words indicate a high confidence in the transcription accuracy. "
